                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     95,                0.81166,                0.68734,                0.97795,                0.82828,                0.67883,                0.77551,                0.53322,                 1.1583,                 1.0673,                 1.0222,              0.0054637,              0.0054637,              0.0054637
                     96,                0.81708,                0.68858,                0.99091,                0.73432,                0.65979,                0.71754,                0.51084,                 1.1078,                 1.3017,                0.98763,              0.0054133,              0.0054133,              0.0054133
                     97,                0.82562,                0.70154,                0.98931,                0.83875,                0.64129,                0.73816,                0.51091,                 1.1641,                 1.3383,                 1.0124,              0.0053629,              0.0053629,              0.0053629
                     98,                0.82196,                0.69092,                0.98854,                0.72123,                0.75681,                0.75041,                 0.5049,                 1.1762,                 1.0321,                 1.0349,              0.0053125,              0.0053125,              0.0053125
                     99,                0.82018,                0.69395,                0.97795,                 0.7459,                0.68351,                0.69285,                0.48503,                  1.275,                 1.2452,                 1.0761,              0.0052621,              0.0052621,              0.0052621
                    100,                0.80895,                0.69355,                0.98193,                0.75163,                 0.6423,                0.71436,                0.49636,                  1.193,                 1.1741,                 1.0605,              0.0052117,              0.0052117,              0.0052117
                    101,                 0.8106,                0.68119,                 0.9749,                0.79349,                0.68019,                0.73889,                0.51278,                 1.1068,                 1.1239,                 1.0474,              0.0051614,              0.0051614,              0.0051614
                    102,                0.79625,                0.70208,                0.98701,                0.83037,                0.71866,                0.78599,                0.55174,                 1.0387,                0.96631,                 1.0535,               0.005111,               0.005111,               0.005111
                    103,                0.78933,                0.67501,                0.97237,                0.82387,                0.59857,                0.71323,                0.45453,                 1.2834,                 1.2026,                  1.209,              0.0050606,              0.0050606,              0.0050606
                    104,                0.82133,                0.69674,                0.98292,                0.82978,                0.66111,                0.74766,                0.51637,                 1.1437,                0.96161,                 1.0872,              0.0050102,              0.0050102,              0.0050102
                    105,                0.81675,                0.69715,                0.97683,                0.87613,                0.65448,                0.76951,                0.50651,                 1.1985,                 1.0041,                 1.0773,              0.0049598,              0.0049598,              0.0049598
                    106,                0.80895,                0.66868,                 0.9698,                0.76488,                0.66694,                0.67389,                0.46516,                 1.1434,                 1.0672,                  1.153,              0.0049094,              0.0049094,              0.0049094
                    107,                0.77553,                0.65158,                0.96579,                0.67807,                0.66022,                0.67253,                 0.4587,                 1.1252,                 1.0735,                 1.1222,               0.004859,               0.004859,               0.004859
                    108,                0.82604,                0.67419,                 0.9703,                0.68614,                0.67899,                0.66724,                 0.4618,                 1.1728,                 1.0476,                 1.1419,              0.0048086,              0.0048086,              0.0048086
                    109,                0.77851,                0.67389,                0.98242,                0.81451,                0.62123,                0.71958,                0.48899,                 1.1849,                 1.0856,                 1.1165,              0.0047583,              0.0047583,              0.0047583
                    110,                0.77471,                0.65099,                0.95508,                0.77031,                0.72573,                0.77252,                0.55454,                 1.0987,                0.96401,                 1.0434,              0.0047079,              0.0047079,              0.0047079
                    111,                0.81373,                0.67365,                0.96963,                0.76897,                0.68351,                0.73752,                0.52277,                 1.1022,                 1.0066,                 1.0589,              0.0046575,              0.0046575,              0.0046575
                    112,                0.81914,                0.68497,                 0.9719,                0.68105,                0.70118,                0.71512,                 0.4914,                 1.2079,                 1.0014,                 1.0294,              0.0046071,              0.0046071,              0.0046071
                    113,                0.80831,                0.65706,                0.97119,                0.76547,                0.70924,                0.75088,                0.54947,                 1.0651,                  1.001,                   1.01,              0.0045567,              0.0045567,              0.0045567
                    114,                 0.7672,                0.62577,                 0.9546,                0.82772,                0.69191,                0.79695,                0.55792,                 1.0906,                0.99489,                 1.0522,              0.0045063,              0.0045063,              0.0045063
                    115,                0.79142,                0.63297,                0.96614,                0.70414,                0.71118,                0.72861,                0.46192,                 1.3626,                 1.1381,                 1.4001,              0.0044559,              0.0044559,              0.0044559
                    116,                0.77889,                 0.6424,                0.94682,                0.81984,                0.67274,                0.74383,                0.53657,                 1.0482,                0.99225,                 1.0356,              0.0044056,              0.0044056,              0.0044056
                    117,                0.75478,                0.61681,                0.94537,                0.83837,                0.65674,                0.74251,                0.54365,                  1.054,                0.98826,                 1.0265,              0.0043552,              0.0043552,              0.0043552
                    118,                0.73955,                0.60768,                0.95493,                0.83889,                0.65535,                0.77921,                0.56056,                 1.1035,                 0.9772,                 1.0362,              0.0043048,              0.0043048,              0.0043048
                    119,                0.75071,                0.62086,                0.95108,                0.77348,                0.72836,                0.79457,                0.55385,                 1.0632,                0.95118,                   1.06,              0.0042544,              0.0042544,              0.0042544
                    120,                0.76668,                0.62732,                0.96144,                 0.7066,                0.73311,                0.73199,                0.53184,                 1.0394,                 0.9164,                 1.0168,               0.004204,               0.004204,               0.004204
                    121,                0.74569,                0.60504,                0.95341,                0.80105,                0.64986,                0.71385,                0.52215,                 1.0594,                 0.9608,                0.99685,              0.0041536,              0.0041536,              0.0041536
                    122,                0.72722,                0.59425,                0.95232,                0.80176,                0.68877,                0.72714,                0.53146,                 1.0747,                  1.083,                 1.0163,              0.0041032,              0.0041032,              0.0041032
                    123,                0.75431,                0.61984,                 0.9564,                0.79215,                0.68977,                 0.7562,                0.54478,                 1.1106,                 1.1159,                 1.0872,              0.0040529,              0.0040529,              0.0040529
                    124,                0.76194,                0.62385,                0.95454,                0.83404,                 0.7023,                0.76644,                0.54801,                  1.072,                 1.0845,                 1.0781,              0.0040025,              0.0040025,              0.0040025
                    125,                0.73406,                0.59512,                0.95352,                 0.7721,                0.71115,                 0.7317,                 0.5367,                 1.0499,                 1.0442,                  1.051,              0.0039521,              0.0039521,              0.0039521
                    126,                0.75048,                0.62998,                0.95099,                0.72222,                0.64263,                0.68724,                0.50156,                 1.1113,                 1.1118,                0.99826,              0.0039017,              0.0039017,              0.0039017
                    127,                0.75991,                0.62757,                0.95442,                0.74669,                0.69848,                0.70805,                0.51572,                 1.1022,                 1.0489,                 1.0006,              0.0038513,              0.0038513,              0.0038513
                    128,                0.76449,                0.64222,                0.96756,                0.80575,                0.71645,                0.77557,                0.55467,                 1.1199,                 1.0353,                 1.0278,              0.0038009,              0.0038009,              0.0038009
                    129,                0.73986,                0.60756,                0.95941,                0.83277,                0.73109,                 0.7983,                 0.5714,                 1.0576,                0.98682,                 1.0438,              0.0037505,              0.0037505,              0.0037505
                    130,                0.74951,                0.60769,                0.93767,                0.79716,                0.70892,                0.79811,                0.54342,                 1.1584,                 1.0342,                 1.0816,              0.0037001,              0.0037001,              0.0037001
                    131,                0.72104,                0.57869,                 0.9489,                0.84172,                 0.6195,                0.71552,                0.52356,                 1.0762,                 1.1819,                0.98211,              0.0036498,              0.0036498,              0.0036498
                    132,                0.71768,                0.58091,                0.94196,                0.73575,                0.69635,                0.74068,                0.53127,                 1.0874,                 0.9494,                0.98094,              0.0035994,              0.0035994,              0.0035994
                    133,                0.70041,                0.56201,                0.94844,                0.68355,                0.69325,                0.72786,                 0.5328,                 1.0486,                0.93146,                 1.0178,               0.003549,               0.003549,               0.003549
                    134,                  0.739,                0.58514,                0.95729,                0.83115,                0.67098,                0.75968,                0.53757,                 1.1266,                 1.0733,                 1.0505,              0.0034986,              0.0034986,              0.0034986
                    135,                0.74617,                0.59217,                0.94653,                0.82472,                0.68882,                0.73609,                0.54889,                 1.1198,                 1.2717,                0.95705,              0.0034482,              0.0034482,              0.0034482
                    136,                0.72661,                0.58996,                0.94431,                0.75556,                0.68611,                0.73671,                0.53037,                 1.0932,                  1.135,                0.95824,              0.0033978,              0.0033978,              0.0033978
                    137,                 0.7144,                0.58413,                0.96029,                0.72815,                 0.7207,                0.74689,                0.55334,                 1.0125,                0.91478,                0.96672,              0.0033474,              0.0033474,              0.0033474
                    138,                0.75203,                0.60433,                0.95946,                0.74274,                0.71287,                0.77415,                0.56495,                0.94548,                0.77851,                0.97762,              0.0032971,              0.0032971,              0.0032971
                    139,                0.74362,                0.58238,                0.96268,                0.84173,                0.70613,                0.79227,                0.59213,                0.96511,                0.73924,                 0.9863,              0.0032467,              0.0032467,              0.0032467
                    140,                0.77916,                0.62778,                0.96444,                0.69891,                0.72908,                0.71064,                0.52599,                 1.0898,                 0.9041,                 1.0073,              0.0031963,              0.0031963,              0.0031963
                    141,                0.73557,                0.59389,                0.95596,                 0.7075,                0.72388,                0.72403,                0.54601,                 1.0651,                 1.0184,                  1.027,              0.0031459,              0.0031459,              0.0031459
                    142,                0.70894,                0.56262,                0.94939,                0.72048,                  0.697,                0.69445,                0.52092,                 1.0316,                 1.1531,                0.97716,              0.0030955,              0.0030955,              0.0030955
                    143,                0.71458,                0.57355,                0.94058,                0.83622,                0.68062,                0.75671,                0.55447,                 1.0205,                 1.1303,                0.97989,              0.0030451,              0.0030451,              0.0030451
                    144,                0.71481,                 0.5703,                0.94868,                0.81294,                0.67272,                0.71328,                0.51186,                 1.1328,                 1.2106,                 1.0271,              0.0029947,              0.0029947,              0.0029947
                    145,                0.72206,                0.59189,                0.94474,                0.74917,                0.72306,                 0.7378,                0.54431,                 1.0449,                 1.0337,                 0.9907,              0.0029443,              0.0029443,              0.0029443
                    146,                0.70762,                0.57367,                0.93814,                0.80599,                0.70909,                0.75392,                0.56536,                 0.9419,                0.93054,                 0.9613,               0.002894,               0.002894,               0.002894
                    147,                 0.7069,                0.59096,                0.93179,                0.74341,                0.74655,                   0.77,                0.55611,                0.97701,                 1.0282,                0.98763,              0.0028436,              0.0028436,              0.0028436
                    148,                 0.6832,                0.56193,                0.93928,                0.79824,                0.70918,                0.76595,                0.55228,                0.99169,                 1.0412,                0.95662,              0.0027932,              0.0027932,              0.0027932
                    149,                0.67447,                0.54646,                0.94365,                0.82238,                0.68377,                0.73725,                0.55054,                0.99209,                0.92531,                0.97114,              0.0027428,              0.0027428,              0.0027428
                    150,                0.70538,                0.56541,                0.93717,                0.78046,                0.72059,                 0.7409,                0.53553,                 1.0168,                0.94643,                  1.015,              0.0026924,              0.0026924,              0.0026924
