                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                 0.4699,                0.37319,                0.85132,                0.94001,                0.75762,                0.87005,                0.66988,                 1.0676,                0.97342,                0.94027,              0.0002278,              0.0002278,              0.0002278
                    158,                0.46369,                0.36224,                0.85616,                0.95327,                0.75214,                 0.8586,                0.66495,                 1.0595,                0.97587,                0.93623,             0.00022285,             0.00022285,             0.00022285
                    159,                0.45056,                0.34896,                0.85723,                0.94073,                0.75083,                0.86168,                0.67488,                 1.0555,                 0.9781,                0.93811,              0.0002179,              0.0002179,              0.0002179
                    160,                0.46262,                 0.3643,                 0.8574,                0.93912,                 0.7532,                0.86116,                0.67634,                 1.0564,                0.94593,                0.94088,             0.00021295,             0.00021295,             0.00021295
                    161,                0.47444,                0.36457,                0.85498,                0.94309,                  0.757,                 0.8616,                0.66999,                 1.0447,                 0.9074,                0.93785,               0.000208,               0.000208,               0.000208
                    162,                0.49287,                0.36814,                0.87466,                0.91667,                0.77513,                0.86831,                0.67667,                 1.0257,                0.88787,                 0.9329,             0.00020305,             0.00020305,             0.00020305
                    163,                0.49124,                0.37763,                0.86555,                   0.91,                0.78439,                0.87065,                0.68811,                  1.011,                0.89782,                 0.9239,              0.0001981,              0.0001981,              0.0001981
                    164,                0.45792,                0.35466,                0.86955,                0.91191,                0.78022,                0.87013,                0.68495,                 1.0009,                0.89415,                0.91987,             0.00019315,             0.00019315,             0.00019315
                    165,                0.47315,                0.37352,                0.86135,                0.93343,                0.78705,                0.87947,                0.67701,                 1.0007,                0.89268,                0.91761,              0.0001882,              0.0001882,              0.0001882
                    166,                0.43868,                0.34629,                0.85836,                0.93408,                0.78462,                0.87978,                0.68584,                0.98394,                0.88082,                0.91448,             0.00018325,             0.00018325,             0.00018325
                    167,                0.45814,                0.36197,                0.86461,                0.93361,                0.79101,                0.88008,                0.67822,                 0.9978,                0.89385,                0.92071,              0.0001783,              0.0001783,              0.0001783
